,Event Date 1,Event Date 2,Event-Type 1,Event-Type 2,Event-Type 3,Event-Type 4,Event-Type-health 1,Event-Type-health 2,Event-Type-health 3,Event-Type-health 4,Event-Type-Social 1,Event-Type-Social 2,Event-Type-Social 3,Event-Type-Social 4,Event-Type-Social 5,Event-Type-Social 6,Event-Type-Social 7,Event-Type-Movements 1,Event-Type-Movements 2,Event-Type-Movements 3,Event-Type-Movements 4,Event-Type-Movements 5,Event-Type-Movements 6,Event-Type Security 1,Event-Type Security 2,Event-Type Security 3,Event-Type Security 4,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,City 2,Latitude-city 2_degrees,Latitude-city 2_minutes,Latitude-city 2_seconds,Latitude-city 2_direction,Longitude-city 2_degrees,Longitude-city 2_minutes,Longitude-city 2_seconds,Longitude-city 2_direction,City 3,Latitude-City 3_degrees,Latitude-City 3_minutes,Latitude-City 3_seconds,Latitude-City 3_direction,Longitude-City 3_degrees,Longitude-City 3_minutes,Longitude-City 3_seconds,Longitude-City 3_direction,City 4,Latitude-City 4_degrees,Latitude-City 4_minutes,Latitude-City 4_seconds,Latitude-City 4_direction,Longitude-City 4_degrees,Longitude-City 4_minutes,Longitude-City 4_seconds,Longitude-City 4_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
52,,,Movements,Social,,,,,,,Details on lockdown,jobs,,,,,,Departures,Rescued at sea,,,,,,,,,,,,,,,,,,,,TN-61-Sfax => Kerkennah,34.0,42.0,56,N,11.0,11,25,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-11,Written press,Arabic,Sfax,TN-61,Tunisia
53,2020-04-15,,Social,Health,,,risk of infections,access to health care,,,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,46.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-29,Written press,Arabic,Tunis,TN-11,Tunisia
54,,,Social,Health,,,risk of infections,access to health care,,,jobs,accomodation,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,46.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-09,Radio,Arabic,Tunis,TN-11,Tunisia
55,2020-05-08,,Social,,,,,,,,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-82-Mdenine => Djerba,33.0,47.0,0,N,10.0,53,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-08,Radio,Arabic,Mdenine,TN-82,Tunisia
56,,,Social,Movements,,,,,,,NGOs actions,,,,,,,Rescued at sea,Departure by sea,,,,,,,,,,,,,,,,,,,,TN-61-Sfax,34.0,42.0,56,N,11.0,11,25,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,2020-05-08,Written press,Arabic,Sfax,TN-61,Tunisia
57,2020-04-07,2020-03-01,Social,,,,,,,,OSC actions,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,46.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-10,Written press,Arabic,Tunis,TN-11,Tunisia
58,2020-05-06,,Social,,,,,,,,jobs,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,46.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,2020-05-06,Written press,Arabic,Tunis,TN-11,Tunisia
59,2020-05-06,,Social,,,,,,,,jobs,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-06,Written press,Arabic,,,
60,2020-04-08,2020-04-10,Social,,,,,,,,jobs,OSC actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,46.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-22,Written press,Arabic,Tunis,TN-11,Tunisia
61,,,Social,Movements,,,,,,,jobs,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-14,Written press,Arabic,,,
62,,,Movements,,,,,,,,,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,ES-ML-Melilla,33.0,23.0,,N,7.0,8,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,2020-04-30,Written press,Arabic,Melilla,ES-ML,Spain
63,2020-04-20,,Movements,Health,,,risk of infections,access to health care,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-82-Mdenine => Ben Gardane,33.0,8.0,20,N,11.0,13,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,2020-04-20,Written press,Arabic,Mdenine,TN-82,Tunisia
64,,,Health,Social,,,risk of infections,access to health care,,,jobs,accomodation,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-82-Mdenine,33.0,8.0,20,N,11.0,13,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-11,Radio,Arabic,Mdenine,TN-82,Tunisia
65,,,Movements,,,,,,,,,,,,,,,Departure by sea,,,,,,,,,,,,,,,34,,,,,,TN-61-Sfax => Kerkennah,34.0,42.0,56,N,11.0,11,25,E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,Qatar,,Written press,Arabic,Sfax,TN-61,Tunisia
66,2020-04-11,,Social,,,,,,,,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-11,Radio,Arabic,,,
67,2020-06-02,,Social,,,,,,,,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,46.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-06-02,Written press,Arabic,Tunis,TN-11,Tunisia
68,,,Movements,,,,,,,,,,,,,,,Departures,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-06-05,Written press,Arabic,,,
69,,,Movements,,,,,,,,,,,,,,,Departures,Departure by sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,2020-06-05,Written press,Arabic,,,
70,,,Movements,,,,,,,,,,,,,,,Departures,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-06-05,Written press,Arabic,,,
71,,,Movements,,,,,,,,,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-06-05,Written press,Arabic,,,
72,2020-06-19,,Health,,,,infections,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,TN-33-Le Kef,36.0,10.0,,N,8.0,42,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-06-19,Written press,Arabic,Le Kef,TN-33,Tunisia
73,,,Health,,,,risk of infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES-ML-Melilla,33.0,23.0,,N,7.0,8,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-03-29,Written press,Arabic,Melilla,ES-ML,Spain
74,,,Movements,,,,,,,,,,,,,,,Departures,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-06,Written press,Arabic,,,
75,,,Movements,,,,,,,,,,,,,,,Departures,Dying in sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,2020-07-05,Written press,Arabic,,,
76,2020-07-06,,Health,,,,risk of infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT-82-Sicilia,37.0,35.0,"59,85",N,14.0,"0,55",36,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-07-07,Written press,Arabic,Sicilia,IT-82,Italy
77,14-05-2020,,Social,,,,,,,,accomodation,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-05-18,Written press,Arabic,,,
78,15-04-2020,,Social,Health,Security,,,quarantine,risk of infections,,jobs,Details on lockdown,accomodation,,,,,,,,,,,Killings,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,15-05-2020,Written press,English,Tunis,TN-11,Tunisia
79,15-04-2020,,Health,Social,,,risk of infections,quarantine,,,Details on lockdown,government actions,accomodation,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,29-04-2020,Written press,English,Tunis,TN-11,Tunisia
80,,,Social,Security,Health,,risk of infections,,,,government actions,,,,,,,,,,,,,Killings,,,,,,,,,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,43.0,43,47,E,LY-TB-Tarabulus,32.0,52,"30,68",N,11.0,11.0,"30,68",E,,,,,,,,,,,,,,,,,,,Switzeland,19-06-2020,Written press,English,Az Zawiyah,LY-ZA,Libya
81,01-05-2020,,Movements,Social,Security,,,,,,jobs,,,,,,,Arrival by sea,,,,,,Killings,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,19-06-2020,Written press,English,tripoli,LY-TB,Libya
82,28-05-2020,,Security,,,,,,,,,,,,,,,,,,,,,Killings,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,09-06-2020,Written press,English,tripoli,LY-TB,Libya
83,13-05-2020,,Movements,Security,Health,,risk of infections,,,,,,,,,,,Departure by sea,,,,,,Armed clashes,,,,,,,,,,,,,3200,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
84,01-04-2020,,Social,Security,,,,,,,Details on lockdown,accomodation,,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libya,03-05-2020,Written press,English,tripoli,LY-TB,Libya
85,28-07-2020,,Movements,,,,,,,,,,,,,,,Departure by sea,,,,,,,,,,,,,,,,,,,6200,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,56,N,12.0,5.0,5,E,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43.0,47,E,,,,,,,,,,Switzeland,05-08-2020,Written press,English,tripoli,LY-TB,Libya
86,,,Movements,,,,,,,,,,,,,,,Departure by sea,,,,,,,,,,,,3,,,,,,,6500,,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15,52,E,LY-TB-Tarabulus,32.0,52,"30,68",N,11.0,11.0,"30,68",E,LY-MI-Misratah => Bani Walid,31.0,44.0,"43,94",N,13.0,59.0,"0,74",E,,,,,,,,,,France,28-07-2020,Written press,English,Al Marqab,LY-MB,Libya
87,29-06-2020,,Movements,,,,,,,,,,,,,,,Dying in sea,Rescued at sea,,,,,,,,,,,400,,,,,,,36000,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,17-07-2020,Written press,English,tripoli,LY-TB,Libya
88,01-02-2020,,Movements,Security,Social,,,,,,jobs,,,,,,,Arrival by sea,,,,,,Kidnap,,,,,,,,,6200,,,,,,LY-MI-Misratah,32.0,22.0,40,N,5.0,5,"24,5",E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,56,N,12.0,5.0,5,E,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43.0,47,E,,,,,,,,,,Switzeland,05-08-2020,Written press,English,Misratah,LY-MI,Libya
89,17-08-2020,,Movements,,,,,,,,,,,,,,,Dying in sea,Rescued at sea,,,,,,,,,,,45,,,,,,,,,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56.0,,N,5.0,5,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,19-08-2020,Written press,English,An Nuqat al Khams,LY-NQ,Libya
90,05-04-2020,,Social,Movements,Health,,risk of infections,quarantine,infections,,jobs,accomodation,Details on lockdown,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,21-04-2020,Written press,English,Tunis,TN-11,Tunisia
91,17-08-2020,20-08-2020,Movements,Security,,,,,,,,,,,,,,Dying in sea,Rescued at sea,,,,,Killings,,,,,,22,,,636000,,,,36000,,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56.0,,N,5.0,5,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,24-08-2020,Written press,English,An Nuqat al Khams,LY-NQ,Libya
92,01-04-2020,,Movements,Security,,,,,,,,,,,,,,Arrival by sea,Rescued at sea,Dying in sea,,,,Armed clashes,,,,,,302,,,17000,,,,1600,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,20-08-2020,Written press,English,tripoli,LY-TB,Libya
93,15-08-2020,,Movements,Security,,,,,,,,,,,,,,Dying in sea,Arrival by sea,,,,,Riots,,,,,,24,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,15-09-2020,Written press,English,tripoli,LY-TB,Libya
94,18-08-2020,,Movements,,,,,,,,,,,,,,,Arrival by sea,Dying in sea,Rescued at sea,,,,,,,,,,45,,,17000,,,,7000,,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56.0,,N,5.0,5,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,19-08-2020,Written press,English,An Nuqat al Khams,LY-NQ,Libya
95,,,Movements,,,,,,,,,,,,,,,Rescued at sea,,,,,,,,,,,,,,,,,,,,,MT-60-Valletta,35.0,53.0,52,N,14.0,30,45,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,Written press,English,Valletta,MT-60,Malta
96,,,Social,Health,,,access to health care,,,,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,05-05-2020,Written press,English,tripoli,LY-TB,Libya
97,,,Movements,,,,,,,,,,,,,,,Dying when crossing borders,Rescued when crossing borders,,,,,,,,,,,,64.0,14,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,11.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,11-06-2020,Written press,English,tripoli,LY-TB,Libya
98,14-06-2020,,Security,Movements,Health,,quarantine,risk of infections,,,,,,,,,,Rescued when crossing borders,,,,,,,,,,,20.0,,,,20,,,,,,TN-61-Sfax => Kerkennah,34.0,44.0,26,N,10.0,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,20-06-2020,Written press,English,Sfax,TN-61,Tunisia
99,01-04-2020,,Social,Health,,,quarantine,risk of infections,,,jobs,accomodation,Details on lockdown,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,26,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,Tunis,TN-11,Tunisia
100,12-05-2020,,Movements,Health,,,quarantine,risk of infections,,,Details on lockdown,government actions,,,,,,Rescued when crossing borders,Departures,,,,,,,,,,,,,64,128,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,12-05-2020,Written press,English,Sfax,TN-61,Tunisia
101,29-04-2020,,Social,Health,,,risk of infections,access to health care,quarantine,,Details on lockdown,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,26,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,29-04-2020,Written press,English,Tunis,TN-11,Tunisia
102,30-04-2020,,Social,Health,,,risk of infections,quarantine,,,jobs,Details on lockdown,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,14-05-2020,Written press,English,Sfax,TN-61,Tunisia
103,19-04-2020,,Social,Health,,,risk of infections,quarantine,,,Details on lockdown,jobs,accomodation,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,TN-82-Mdenine,33.0,21.0,16,N,10.0,30,19,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,28-04-2020,Written press,English,Mdenine,TN-82,Tunisia
104,05-06-2020,,Social,Health,,,risk of infections,access to health care,quarantine,,jobs,accomodation,Details on lockdown,government actions,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,26,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ntherlands,06-06-2020,Written press,English,Tunis,TN-11,Tunisia
105,06-07-2020,,Social,Movements,,,,,,,accomodation,Details on lockdown,,,,,,Rescued at sea,,,,,,,,,,,,,,,52,,,,,,MT-60-Valletta,35.0,53.0,52,N,14.0,30,45,E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,LY-TB-Tarabulus,35.0,52.0,"30,68",N,13.0,11.0,"14,68",E,,,,,,,,,,Qatar,06-07-2020,Written press,English,Valletta,MT-60,Malta
106,2020-04-04,,Social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-04,Written press,English,Tunis,TN-11,Tunisia
107,29-06-2020,,Health,,,,,,,,Details on lockdown,,,,,,,,,,,,,,,,,9.0,17.0,,,,,,,,,,TN-42-Kasserine,33.0,30.0,,N,8.0,50,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-06-29,Written press,English,Kasserine ,TN-42,Tunisia
108,16-04-2020,,Social,Health,,,quarantine,risk of infections,access to health care,,jobs,accomodation,Details on lockdown,government actions,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,26,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,Tunis,TN-11,Tunisia
109,09-04-2020,,Social,Health,,,risk of infections,access to health care,quarantine,,jobs,Details on lockdown,OSC actions,accomodation,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,26,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,09-04-2020,Written press,English,Tunis,TN-11,Tunisia
110,12-07-2020,,Movements,Health,,,risk of infections,quarantine,access to health care,,,,,,,,,Rescued at sea,,,,,,,,,,,,,,,83,,,,,,LY-MB-Al Marqab => Garabulli,34.0,44.0,"56,5",N,13.0,42,"57,7",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,13-07-2020,Written press,English,Al Marqab,LY-MB,Libya
111,08-04-2020,,Social,Health,,,access to health care,risk of infections,quarantine,,jobs,Details on lockdown,accomodation,,,,,,,,,,,,,,,,,,,,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,TN-11-Tunis,36.0,48,3,N,10.0,10.0,48,E,TN-82-Mdenine => Zarzis,33.0,30.0,,N,11.0,7.0,,E,,,,,,,,,,USA,08-04-2020,Written press,English,Sfax,TN-61,Tunisia
112,02-05-2020,,Social,Health,,,risk of infections,quarantine,access to health care,,jobs,Details on lockdown,accomodation,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,02-05-2020,Video,English,tripoli,LY-TB,Libya
113,16-04-2020,,Social,Health,,,risk of infections,quarantine,access to health care,,government actions,OSC actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,16-04-2020,Written press,English,tripoli,LY-TB,Libya
114,15-04-2020,,Social,Health,,,risk of infections,access to health care,quarantine,,jobs,Details on lockdown,accomodation,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,22-04-2020,Written press,English,tripoli,LY-TB,Libya
115,26-04-2020,,Social,Health,,,risk of infections,access to health care,quarantine,,Details on lockdown,jobs,government actions,NGOs actions,,OSC actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,26-04-2020,Written press,English,tripoli,LY-TB,Libya
116,14-04-2020,,Health,Social,,,risk of infections,quarantine,access to health care,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,280,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,,,,,,,,,,UK,14-04-2020,Written press,English,tripoli,LY-TB,Libya
117,08-05-2020,,Social,Health,,,risk of infections,access to health care,quarantine,,Details on lockdown,jobs,accomodation,OSC actions,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,08-05-2020,Written press,English,tripoli,LY-TB,Libya
118,16-04-2020,,Social,Movements,,,,,,,jobs,accomodation,Details on lockdown,,,,,Arrivals through borders,,,,,,,,,,,,,,62,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,Tunis,TN-11,Tunisia
119,12-04-2020,,Social,Health,,,risk of infections,access to health care,quarantine,,government actions,NGOs actions,Details on lockdown,jobs,accomodation,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,12-04-2020,Written press,English,tripoli,LY-TB,Libya
120,13-05-2020,,Health,,,,risk of infections,access to health care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,13-05-2020,Social media,English,tripoli,LY-TB,Libya
121,11-05-2020,,Security,,,,,,,,,,,,,,,,,,,,,Arrests/ Smuggling,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,Italy,11-05-2020,Written press,Italian,tripoli,LY-TB,Libya
122,16-04-2020,13-04-2020,Social,Movements,Health,,risk of infections,access to health care,quarantine,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,322,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,tripoli,LY-TB,Libya
123,06-04-2020,,Social,Movements,Health,,risk of infections,access to health care,,,jobs,government actions,OSC actions,Details on lockdown,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,06-04-2020,Written press,English,tripoli,LY-TB,Libya
124,04-04-2020,,Social,Health,,,risk of infections,,quarantine,,jobs,accomodation,NGOs actions,government actions,OSC actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,04-04-2020,Written press,English,tripoli,LY-TB,Libya
125,11-05-2020,,Social,Health,,,risk of infections,quarantine,access to health care,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,12-05-2020,Written press,English,tripoli,LY-TB,Libya
126,06-04-2020,,Social,Health,,,risk of infections,access to health care,,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,USA,06-04-2020,Written press,English,tripoli,LY-TB,Libya
127,15-04-2020,,Social,Health,,,risk of infections,access to health care,quarantine,,jobs,Details on lockdown,accomodation,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,22-04-2020,Written press,English,tripoli,LY-TB,Libya
128,25-05-2020,,Social,Movements,,,,,,,jobs,Details on lockdown,government actions,OSC actions,,,,Arrival by sea,Departure by sea,,,,,,,,,,,2,,,3400,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,25-05-2020,Written press,English,tripoli,LY-TB,Libya
129,05-08-2020,,Movements,,Social,,,,,,jobs,OSC actions,Details on lockdown,,,,,Departures,,,,,,,,,,,,,62.0,62,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,TN-61-Sfax => Kerkennah,33.0,44,26,N,10.0,45.0,37,E,,,,,,,,,,,,,,,,,,,France,08-05-2020,Written press,English,Sfax,TN-61,Tunisia
