,Article ID,Unnamed: 0.1.1.1,Event Date,Event Type,Event-Type Precision,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
203,17,17,24-03-2020,infections,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
204,17,17,24-03-2020,quarantine,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
205,17,17,24-03-2020,quarantine,infections,,,,,,,,,,,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,,N,12.0,5.0,,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
206,17,17,24-03-2020,quarantine,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27.0,50,N,14.0,34.0,21,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
207,17,17,24-03-2020,quarantine,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
208,17,17,24-03-2020,access to health care,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
209,17,17,24-03-2020,access to health care,infections,,,,,,,,,,,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,,N,12.0,5.0,,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
210,17,17,24-03-2020,access to health care,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27.0,50,N,14.0,34.0,21,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
211,17,17,24-03-2020,access to health care,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
216,17,17,24-03-2020,government actions,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
217,17,17,24-03-2020,government actions,infections,,,,,,,,,,,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,,N,12.0,5.0,,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
218,17,17,24-03-2020,government actions,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27.0,50,N,14.0,34.0,21,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
219,17,17,24-03-2020,government actions,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
220,17,17,24-03-2020,NGOs actions,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
221,17,17,24-03-2020,NGOs actions,infections,,,,,,,,,,,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,,N,12.0,5.0,,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
222,17,17,24-03-2020,NGOs actions,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Zlitan,32.0,27.0,50,N,14.0,34.0,21,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
223,17,17,24-03-2020,NGOs actions,infections,,,,,,,,,,,E,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15.0,52,E,Tunisia,23-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
224,18,18,01-04-2020,Health,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
225,18,18,01-04-2020,Health,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah,32.0,45,16,N,12.0,43.0,47,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
226,18,18,01-04-2020,Health,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
227,18,18,01-04-2020,Health,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
236,18,18,01-04-2020,infections,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
237,18,18,01-04-2020,infections,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah,32.0,45,16,N,12.0,43.0,47,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
238,18,18,01-04-2020,infections,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
239,18,18,01-04-2020,infections,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
240,18,18,01-04-2020,access to health care,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
241,18,18,01-04-2020,access to health care,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah,32.0,45,16,N,12.0,43.0,47,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
242,18,18,01-04-2020,access to health care,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
243,18,18,01-04-2020,access to health care,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
248,18,18,01-04-2020,NGOs actions,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
249,18,18,01-04-2020,NGOs actions,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah,32.0,45,16,N,12.0,43.0,47,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
250,18,18,01-04-2020,NGOs actions,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
251,18,18,01-04-2020,NGOs actions,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
252,18,18,01-04-2020,Details on lockdown,infections,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
253,18,18,01-04-2020,Details on lockdown,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah,32.0,45,16,N,12.0,43.0,47,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
254,18,18,01-04-2020,Details on lockdown,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
255,18,18,01-04-2020,Details on lockdown,infections,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47.0,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
256,19,19,01-08-2020,Health,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
257,19,19,01-08-2020,Health,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,,N,12.0,5.0,,E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
258,19,19,01-08-2020,Health,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,E,,,,,,,,,E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
265,19,19,01-08-2020,quarantine,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
266,19,19,01-08-2020,quarantine,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,,N,12.0,5.0,,E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
267,19,19,01-08-2020,quarantine,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,E,,,,,,,,,E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
271,19,19,01-08-2020,NGOs actions,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
272,19,19,01-08-2020,NGOs actions,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,,N,12.0,5.0,,E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
273,19,19,01-08-2020,NGOs actions,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,E,,,,,,,,,E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
274,19,19,01-08-2020,jobs,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
275,19,19,01-08-2020,jobs,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,,N,12.0,5.0,,E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
276,19,19,01-08-2020,jobs,quarantine,,,300 (dbut 2020) 22 (avril2020),,104,,600362,,,,E,,,,,,,,,E,Libya,25-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
277,20,20,01-05-2020,Health,risk of infections,,,,,,,654000,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
278,20,20,01-05-2020,Health,risk of infections,,,,,,,654000,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
279,20,20,01-05-2020,Health,risk of infections,,,,,,,654000,,,,E,LY-ZA-Az Zawiyah,32.0,45.0,24,N,12.0,34.0,18,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
280,20,20,01-05-2020,Health,risk of infections,,,,,,,654000,,,,E,,,,,,,,,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
289,20,20,01-05-2020,risk of infections,risk of infections,,,,,,,654000,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
290,20,20,01-05-2020,risk of infections,risk of infections,,,,,,,654000,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
291,20,20,01-05-2020,risk of infections,risk of infections,,,,,,,654000,,,,E,LY-ZA-Az Zawiyah,32.0,45.0,24,N,12.0,34.0,18,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
292,20,20,01-05-2020,risk of infections,risk of infections,,,,,,,654000,,,,E,,,,,,,,,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
293,20,20,01-05-2020,access to health care,risk of infections,,,,,,,654000,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
294,20,20,01-05-2020,access to health care,risk of infections,,,,,,,654000,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
295,20,20,01-05-2020,access to health care,risk of infections,,,,,,,654000,,,,E,LY-ZA-Az Zawiyah,32.0,45.0,24,N,12.0,34.0,18,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
296,20,20,01-05-2020,access to health care,risk of infections,,,,,,,654000,,,,E,,,,,,,,,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
301,20,20,01-05-2020,Details on lockdown,risk of infections,,,,,,,654000,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
302,20,20,01-05-2020,Details on lockdown,risk of infections,,,,,,,654000,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
303,20,20,01-05-2020,Details on lockdown,risk of infections,,,,,,,654000,,,,E,LY-ZA-Az Zawiyah,32.0,45.0,24,N,12.0,34.0,18,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
304,20,20,01-05-2020,Details on lockdown,risk of infections,,,,,,,654000,,,,E,,,,,,,,,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
305,20,20,01-05-2020,government actions,risk of infections,,,,,,,654000,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
306,20,20,01-05-2020,government actions,risk of infections,,,,,,,654000,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
307,20,20,01-05-2020,government actions,risk of infections,,,,,,,654000,,,,E,LY-ZA-Az Zawiyah,32.0,45.0,24,N,12.0,34.0,18,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
308,20,20,01-05-2020,government actions,risk of infections,,,,,,,654000,,,,E,,,,,,,,,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
313,20,20,01-05-2020,deportation,risk of infections,,,,,,,654000,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
314,20,20,01-05-2020,deportation,risk of infections,,,,,,,654000,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
315,20,20,01-05-2020,deportation,risk of infections,,,,,,,654000,,,,E,LY-ZA-Az Zawiyah,32.0,45.0,24,N,12.0,34.0,18,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
316,20,20,01-05-2020,deportation,risk of infections,,,,,,,654000,,,,E,,,,,,,,,E,UK,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
317,21,21,01-04-2020,Movements,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,,N,12.0,35,,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
318,21,21,01-04-2020,Movements,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
319,21,21,01-04-2020,Movements,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,TN-11-Tunis,36.0,48.0,3,N,10.0,10.0,48,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
320,21,21,01-04-2020,Movements,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,,,,,,,,,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
325,21,21,01-04-2020,Arrival by sea,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,,N,12.0,35,,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
326,21,21,01-04-2020,Arrival by sea,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
327,21,21,01-04-2020,Arrival by sea,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,TN-11-Tunis,36.0,48.0,3,N,10.0,10.0,48,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
328,21,21,01-04-2020,Arrival by sea,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,,,,,,,,,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
329,21,21,01-04-2020,Rescued at sea,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,,IT-82-Sicilia => Lampedusa,35.0,31.0,,N,12.0,35,,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
330,21,21,01-04-2020,Rescued at sea,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
331,21,21,01-04-2020,Rescued at sea,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,TN-11-Tunis,36.0,48.0,3,N,10.0,10.0,48,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
332,21,21,01-04-2020,Rescued at sea,,,,,,100,11000 (italy) / 300 (Lampedusa),,,,,E,,,,,,,,,E,France,30-07-2020,Written press,Arabic,Sicilia,IT-82,Italy
333,22,22,01-05-2020,Movements,risk of infections,,,,,,654000,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
334,22,22,01-05-2020,Movements,risk of infections,,,,,,654000,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
335,22,22,01-05-2020,Movements,risk of infections,,,,,,654000,,,,,E,LY-MI-Misratah,32.0,22.0,40,N,15.0,5.0,"24,5",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
336,22,22,01-05-2020,Movements,risk of infections,,,,,,654000,,,,,E,LY-ZA-Az Zawiyah,32.0,47.0,32,N,12.0,29.0,3,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
341,22,22,01-05-2020,deportation,risk of infections,,,,,,654000,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
342,22,22,01-05-2020,deportation,risk of infections,,,,,,654000,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
343,22,22,01-05-2020,deportation,risk of infections,,,,,,654000,,,,,E,LY-MI-Misratah,32.0,22.0,40,N,15.0,5.0,"24,5",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
344,22,22,01-05-2020,deportation,risk of infections,,,,,,654000,,,,,E,LY-ZA-Az Zawiyah,32.0,47.0,32,N,12.0,29.0,3,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
345,22,22,01-05-2020,Departure by sea,risk of infections,,,,,,654000,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
346,22,22,01-05-2020,Departure by sea,risk of infections,,,,,,654000,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
347,22,22,01-05-2020,Departure by sea,risk of infections,,,,,,654000,,,,,E,LY-MI-Misratah,32.0,22.0,40,N,15.0,5.0,"24,5",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
348,22,22,01-05-2020,Departure by sea,risk of infections,,,,,,654000,,,,,E,LY-ZA-Az Zawiyah,32.0,47.0,32,N,12.0,29.0,3,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
353,22,22,01-05-2020,Details on lockdown,risk of infections,,,,,,654000,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
354,22,22,01-05-2020,Details on lockdown,risk of infections,,,,,,654000,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
355,22,22,01-05-2020,Details on lockdown,risk of infections,,,,,,654000,,,,,E,LY-MI-Misratah,32.0,22.0,40,N,15.0,5.0,"24,5",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
356,22,22,01-05-2020,Details on lockdown,risk of infections,,,,,,654000,,,,,E,LY-ZA-Az Zawiyah,32.0,47.0,32,N,12.0,29.0,3,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
365,22,22,01-05-2020,risk of infections,risk of infections,,,,,,654000,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
366,22,22,01-05-2020,risk of infections,risk of infections,,,,,,654000,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
367,22,22,01-05-2020,risk of infections,risk of infections,,,,,,654000,,,,,E,LY-MI-Misratah,32.0,22.0,40,N,15.0,5.0,"24,5",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
368,22,22,01-05-2020,risk of infections,risk of infections,,,,,,654000,,,,,E,LY-ZA-Az Zawiyah,32.0,47.0,32,N,12.0,29.0,3,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
369,22,22,01-05-2020,access to health care,risk of infections,,,,,,654000,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
370,22,22,01-05-2020,access to health care,risk of infections,,,,,,654000,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
371,22,22,01-05-2020,access to health care,risk of infections,,,,,,654000,,,,,E,LY-MI-Misratah,32.0,22.0,40,N,15.0,5.0,"24,5",E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
372,22,22,01-05-2020,access to health care,risk of infections,,,,,,654000,,,,,E,LY-ZA-Az Zawiyah,32.0,47.0,32,N,12.0,29.0,3,E,France,08-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
373,23,23,,Social,,,,,,,,,,,,entre 300 et 400,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
374,23,23,,Social,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
375,23,23,,Social,,,,,,,,,,,,E,IT-82-Sicilia,37.0,35.0,"59,85",N,14.0,0.0,"55,36",E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
376,23,23,,Social,,,,,,,,,,,,E,TN-11-Tunis,36.0,48.0,3,N,10.0,10.0,48,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
381,23,23,,government actions,,,,,,,,,,,,entre 300 et 400,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
382,23,23,,government actions,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
383,23,23,,government actions,,,,,,,,,,,,E,IT-82-Sicilia,37.0,35.0,"59,85",N,14.0,0.0,"55,36",E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
384,23,23,,government actions,,,,,,,,,,,,E,TN-11-Tunis,36.0,48.0,3,N,10.0,10.0,48,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
389,23,23,,Deportation,,,,,,,,,,,,entre 300 et 400,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
390,23,23,,Deportation,,,,,,,,,,,,E,IT-RM-Roma,41.0,53,35,N,12.0,28.0,58,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
391,23,23,,Deportation,,,,,,,,,,,,E,IT-82-Sicilia,37.0,35.0,"59,85",N,14.0,0.0,"55,36",E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
392,23,23,,Deportation,,,,,,,,,,,,E,TN-11-Tunis,36.0,48.0,3,N,10.0,10.0,48,E,Tunisia,04-08-2020,Written press,Arabic,Sfax,TN-61,Tunisia
393,24,24,2020-08-04,Movements,,,,,,2100,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Tunisia,04-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
394,24,24,2020-08-04,Movements,,,,,,2100,,,,,,E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,Tunisia,04-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
395,24,24,2020-08-04,Movements,,,,,,2100,,,,,,E,,,,,,,,,E,Tunisia,04-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
399,24,24,2020-08-04,Departure by sea,,,,,,2100,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Tunisia,04-08-2020,Written press,Arabic,tripoli,LY-TB,Libya
