,Article ID,Unnamed: 0.1.1.1,Event Date,Event Type,Event-Type Precision,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
4918,336,336,05-05-2020,Armed clashes,,,,,,,,,,,,E,,,,,,,,,E,Libya,12-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4919,337,337,29-04-2020,Movements,,,,,,,79,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4920,337,337,29-04-2020,Movements,,,,,,,79,,,,,E,,,,,,,,,E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4923,337,337,29-04-2020,Arrival by sea,,,,,,,79,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4924,337,337,29-04-2020,Arrival by sea,,,,,,,79,,,,,E,,,,,,,,,E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4927,337,337,29-04-2020,jobs,,,,,,,79,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4928,337,337,29-04-2020,jobs,,,,,,,79,,,,,E,,,,,,,,,E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4929,337,337,29-04-2020,Details on lockdown,,,,,,,79,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4930,337,337,29-04-2020,Details on lockdown,,,,,,,79,,,,,E,,,,,,,,,E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4931,337,337,29-04-2020,NGOs actions,,,,,,,79,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4932,337,337,29-04-2020,NGOs actions,,,,,,,79,,,,,E,,,,,,,,,E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4933,337,337,29-04-2020,government actions,,,,,,,79,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4934,337,337,29-04-2020,government actions,,,,,,,79,,,,,E,,,,,,,,,E,Qatar,15-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
4935,338,338,01-05-2020,Social,quarantine,,764.0,,,,,33,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4936,338,338,01-05-2020,Social,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Dirkou,19.0,0,5,N,12.0,53.0,"34,8",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4937,338,338,01-05-2020,Social,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39.0,"5,465",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4938,338,338,01-05-2020,Social,quarantine,,764.0,,,,,33,,,,E,,,,,,,,,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4943,338,338,01-05-2020,Details on lockdown,quarantine,,764.0,,,,,33,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4944,338,338,01-05-2020,Details on lockdown,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Dirkou,19.0,0,5,N,12.0,53.0,"34,8",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4945,338,338,01-05-2020,Details on lockdown,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39.0,"5,465",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4946,338,338,01-05-2020,Details on lockdown,quarantine,,764.0,,,,,33,,,,E,,,,,,,,,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4947,338,338,01-05-2020,government actions,quarantine,,764.0,,,,,33,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4948,338,338,01-05-2020,government actions,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Dirkou,19.0,0,5,N,12.0,53.0,"34,8",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4949,338,338,01-05-2020,government actions,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39.0,"5,465",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4950,338,338,01-05-2020,government actions,quarantine,,764.0,,,,,33,,,,E,,,,,,,,,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4951,338,338,01-05-2020,NGOs actions,quarantine,,764.0,,,,,33,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4952,338,338,01-05-2020,NGOs actions,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Dirkou,19.0,0,5,N,12.0,53.0,"34,8",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4953,338,338,01-05-2020,NGOs actions,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39.0,"5,465",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4954,338,338,01-05-2020,NGOs actions,quarantine,,764.0,,,,,33,,,,E,,,,,,,,,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4959,338,338,01-05-2020,Arrivals through borders,quarantine,,764.0,,,,,33,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4960,338,338,01-05-2020,Arrivals through borders,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Dirkou,19.0,0,5,N,12.0,53.0,"34,8",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4961,338,338,01-05-2020,Arrivals through borders,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39.0,"5,465",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4962,338,338,01-05-2020,Arrivals through borders,quarantine,,764.0,,,,,33,,,,E,,,,,,,,,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4971,338,338,01-05-2020,quarantine,quarantine,,764.0,,,,,33,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4972,338,338,01-05-2020,quarantine,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Dirkou,19.0,0,5,N,12.0,53.0,"34,8",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4973,338,338,01-05-2020,quarantine,quarantine,,764.0,,,,,33,,,,E,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39.0,"5,465",E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4974,338,338,01-05-2020,quarantine,quarantine,,764.0,,,,,33,,,,E,,,,,,,,,E,Egypt,09-05-2020,Written press,Arabic,Agadez,NE-1,Niger
4975,339,339,,Security,,,,,,,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4976,339,339,,Security,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4977,339,339,,Security,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4978,339,339,,Security,,,,,,,,,,,,E,,,,,,,,,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4983,339,339,,Armed clashes,,,,,,,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4984,339,339,,Armed clashes,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4985,339,339,,Armed clashes,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4986,339,339,,Armed clashes,,,,,,,,,,,,E,,,,,,,,,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4991,339,339,,Details on lockdown,,,,,,,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4992,339,339,,Details on lockdown,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4993,339,339,,Details on lockdown,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4994,339,339,,Details on lockdown,,,,,,,,,,,,E,,,,,,,,,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4995,339,339,,NGOs actions,,,,,,,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4996,339,339,,NGOs actions,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sabratha,32.0,47,32,N,12.0,29.0,3,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4997,339,339,,NGOs actions,,,,,,,,,,,,E,LY-ZA-Az Zawiyah => Sorman,32.0,45.0,24,N,12.0,34.0,18,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4998,339,339,,NGOs actions,,,,,,,,,,,,E,,,,,,,,,E,Qatar,19-04-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
4999,340,340,,Movements,,,,,,,425,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5000,340,340,,Movements,,,,,,,425,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5001,340,340,,Movements,,,,,,,425,,,,,E,,,,,,,,,E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5005,340,340,,Arrival by sea,,,,,,,425,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5006,340,340,,Arrival by sea,,,,,,,425,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5007,340,340,,Arrival by sea,,,,,,,425,,,,,E,,,,,,,,,E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5011,340,340,,government actions,,,,,,,425,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5012,340,340,,government actions,,,,,,,425,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5013,340,340,,government actions,,,,,,,425,,,,,E,,,,,,,,,E,United Arab Emirates,07-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5014,341,341,20-05-2020,Social,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5015,341,341,20-05-2020,Social,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5016,341,341,20-05-2020,Social,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5020,341,341,20-05-2020,infections,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5021,341,341,20-05-2020,infections,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5022,341,341,20-05-2020,infections,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5023,341,341,20-05-2020,NGOs actions,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5024,341,341,20-05-2020,NGOs actions,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5025,341,341,20-05-2020,NGOs actions,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5026,341,341,20-05-2020,OSC actions,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5027,341,341,20-05-2020,OSC actions,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5028,341,341,20-05-2020,OSC actions,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5029,341,341,20-05-2020,Details on lockdown,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5030,341,341,20-05-2020,Details on lockdown,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5031,341,341,20-05-2020,Details on lockdown,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5032,341,341,20-05-2020,accomodation,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5033,341,341,20-05-2020,accomodation,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5034,341,341,20-05-2020,accomodation,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5035,341,341,20-05-2020,government actions,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5036,341,341,20-05-2020,government actions,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5037,341,341,20-05-2020,government actions,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5044,341,341,20-05-2020,access to health care,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5045,341,341,20-05-2020,access to health care,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5046,341,341,20-05-2020,access to health care,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5047,341,341,20-05-2020,quarantine,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5048,341,341,20-05-2020,quarantine,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5049,341,341,20-05-2020,quarantine,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5050,341,341,20-05-2020,risk of infections,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5051,341,341,20-05-2020,risk of infections,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5052,341,341,20-05-2020,risk of infections,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5056,341,341,20-05-2020,Rescued when crossing borders,access to health care,,250.0,,,250,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5057,341,341,20-05-2020,Rescued when crossing borders,access to health care,,250.0,,,250,,,,,,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5058,341,341,20-05-2020,Rescued when crossing borders,access to health care,,250.0,,,250,,,,,,E,,,,,,,,,E,UK,06-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5059,342,342,2020-03-17,Social,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,UK,2020-04-14,Written press,French,Tunis,TN-11,Tunisia
5060,342,342,2020-03-17,Social,,,,,,,,,,,,E,,,,,,,,,E,UK,2020-04-14,Written press,French,Tunis,TN-11,Tunisia
5063,342,342,2020-03-17,OSC actions,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,UK,2020-04-14,Written press,French,Tunis,TN-11,Tunisia
5064,342,342,2020-03-17,OSC actions,,,,,,,,,,,,E,,,,,,,,,E,UK,2020-04-14,Written press,French,Tunis,TN-11,Tunisia
5065,343,343,14-04-2020,Social,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5066,343,343,14-04-2020,Social,,,,,,,,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5067,343,343,14-04-2020,Social,,,,,,,,,,,,E,,,,,,,,,E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5071,343,343,14-04-2020,government actions,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5072,343,343,14-04-2020,government actions,,,,,,,,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5073,343,343,14-04-2020,government actions,,,,,,,,,,,,E,,,,,,,,,E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5077,343,343,14-04-2020,Departure by sea,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5078,343,343,14-04-2020,Departure by sea,,,,,,,,,,,,E,MT-60-Valletta,35.0,53,52,N,14.0,30.0,45,E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5079,343,343,14-04-2020,Departure by sea,,,,,,,,,,,,E,,,,,,,,,E,France,14-04-2020,Written press,Arabic,tripoli,LY-TB,Libya
5080,344,344,23-05-2020,Movements,,,,2,,,,,,,70(23/05/2020)/ 317(24/05/2020),,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Russia,26-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
5081,344,344,23-05-2020,Movements,,,,2,,,,,,,70(23/05/2020)/ 317(24/05/2020),E,,,,,,,,,E,Russia,26-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
5084,344,344,23-05-2020,Deportation,,,,2,,,,,,,70(23/05/2020)/ 317(24/05/2020),,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Russia,26-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
5085,344,344,23-05-2020,Deportation,,,,2,,,,,,,70(23/05/2020)/ 317(24/05/2020),E,,,,,,,,,E,Russia,26-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
5086,344,344,23-05-2020,Dying in sea,,,,2,,,,,,,70(23/05/2020)/ 317(24/05/2020),,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Russia,26-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
5087,344,344,23-05-2020,Dying in sea,,,,2,,,,,,,70(23/05/2020)/ 317(24/05/2020),E,,,,,,,,,E,Russia,26-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
5088,345,345,09-06-2020,Social,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Tunisia,09-06-2020,Radio,Arabic,tripoli,LY-TB,Libya
5089,345,345,09-06-2020,Social,,,,,,,,,,,,E,,,,,,,,,E,Tunisia,09-06-2020,Radio,Arabic,tripoli,LY-TB,Libya
5092,345,345,09-06-2020,government actions,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,Tunisia,09-06-2020,Radio,Arabic,tripoli,LY-TB,Libya
5093,345,345,09-06-2020,government actions,,,,,,,,,,,,E,,,,,,,,,E,Tunisia,09-06-2020,Radio,Arabic,tripoli,LY-TB,Libya
5094,346,346,14-05-2020,Social,,,,,,679,200,,,,679,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5095,346,346,14-05-2020,Social,,,,,,679,200,,,,679,E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5096,346,346,14-05-2020,Social,,,,,,679,200,,,,679,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5097,346,346,14-05-2020,Social,,,,,,679,200,,,,679,E,,,,,,,,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5102,346,346,14-05-2020,government actions,,,,,,679,200,,,,679,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5103,346,346,14-05-2020,government actions,,,,,,679,200,,,,679,E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5104,346,346,14-05-2020,government actions,,,,,,679,200,,,,679,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5105,346,346,14-05-2020,government actions,,,,,,679,200,,,,679,E,,,,,,,,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5106,346,346,14-05-2020,NGOs actions,,,,,,679,200,,,,679,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5107,346,346,14-05-2020,NGOs actions,,,,,,679,200,,,,679,E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5108,346,346,14-05-2020,NGOs actions,,,,,,679,200,,,,679,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5109,346,346,14-05-2020,NGOs actions,,,,,,679,200,,,,679,E,,,,,,,,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5110,346,346,14-05-2020,Details on lockdown,,,,,,679,200,,,,679,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5111,346,346,14-05-2020,Details on lockdown,,,,,,679,200,,,,679,E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5112,346,346,14-05-2020,Details on lockdown,,,,,,679,200,,,,679,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5113,346,346,14-05-2020,Details on lockdown,,,,,,679,200,,,,679,E,,,,,,,,,E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
5118,346,346,14-05-2020,Arrival by sea,,,,,,679,200,,,,679,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,UK,16-06-2020,Written press,Arabic,tripoli,LY-TB,Libya
